gf_id	gid
ORTHO005789	AT1G17620
ORTHO001919	AT2G45010
ORTHO001919	AT5G51400
ORTHO004490	AT3G52140
ORTHO010216	AT1G18660
ORTHO003701	AT5G54590
ORTHO005973	AT5G22920
ORTHO009745	AT1G11880
ORTHO001413	AT4G32890
ORTHO001413	AT5G25830
ORTHO004348	AT5G58100
ORTHO004972	AT3G02260
ORTHO003310	AT2G46470
ORTHO003310	AT5G62050
ORTHO003366	AT1G49710
ORTHO003366	AT3G19280
ORTHO007396	AT5G06140
ORTHO000580_1	AT4G32920
ORTHO000580_1	AT5G11700
ORTHO000580_2	AT5G47020
ORTHO005809	AT2G36330
ORTHO005809	AT5G62820
ORTHO001815_2	AT5G44650
ORTHO008526	AT5G11350
ORTHO009982	AT5G51170
ORTHO001863	AT3G07340
ORTHO001863	AT5G48560
ORTHO010811	AT5G16020
ORTHO005012	AT4G39840
ORTHO003552	AT4G32700
ORTHO006618	AT1G21670
ORTHO006618	AT1G21680
ORTHO006056	AT4G04930
ORTHO008748	AT5G13780
ORTHO003858	AT1G10840
ORTHO007376	AT4G20410
ORTHO001037	AT1G22260
ORTHO001037	AT1G22275
ORTHO001037	AT3G12170
ORTHO001037	AT5G06910
ORTHO002134	AT2G42990
ORTHO002134	AT4G26790
ORTHO010359	AT1G04130
ORTHO003386	AT4G34490
ORTHO003638	AT3G24350
ORTHO002521	AT5G10030
ORTHO002521	AT5G65210
ORTHO008911	AT3G06980
ORTHO004660	AT4G38620
ORTHO007025	AT5G63090
ORTHO001094	AT5G50590
ORTHO001094	AT5G50600
ORTHO001094	AT5G50690
ORTHO001094	AT5G50700
ORTHO001094	AT5G50770
ORTHO005873	AT3G60720
ORTHO009254	AT5G26749
ORTHO005993	AT5G41580
ORTHO000455_1	AT4G35180
ORTHO000455_2	AT1G47670
ORTHO007836	AT3G01470
ORTHO002731	AT1G63800
ORTHO002676	AT4G18425
ORTHO002676	AT5G46090
ORTHO004470	AT4G22220
ORTHO005769	AT1G60200
ORTHO009095	AT5G04910
ORTHO010748	AT5G63040
ORTHO000770	AT3G02875
ORTHO007296	AT1G32730
ORTHO003072	AT1G64200
ORTHO003072	AT4G11150
ORTHO005202	AT4G17380
ORTHO007711	AT3G14860
ORTHO009148	AT4G32915
ORTHO001899	AT5G57800
ORTHO000870	AT4G12430
ORTHO000870	AT4G22590
ORTHO000870	AT5G51460
ORTHO007795	AT5G51010
ORTHO001392	AT3G48720
ORTHO001392	AT5G41040
ORTHO001392	AT5G63560
ORTHO001125_1	AT1G11860
ORTHO006326	AT1G05270
ORTHO008546	AT1G65420
ORTHO004704	AT4G18140
ORTHO004704	AT5G46410
ORTHO000718	AT1G20140
ORTHO000718	AT1G75950
ORTHO000718	AT2G25700
ORTHO000718	AT4G34210
ORTHO000718	AT4G34470
ORTHO000718	AT5G42190
ORTHO007049	AT1G56170
ORTHO001509	AT1G51200
ORTHO006741	AT5G56760
ORTHO007458	AT2G33450
ORTHO010125	AT4G33360
ORTHO010593	AT1G31410
ORTHO004868	AT2G20740
ORTHO007190	AT5G12410
ORTHO007815	AT3G44880
ORTHO005567	AT2G20510
ORTHO005567	AT2G36070
ORTHO001182	AT1G16670
ORTHO010401	AT3G14910
ORTHO008871	AT1G06510
ORTHO002751	AT1G32400
ORTHO003448	AT1G07420
ORTHO003448	AT2G29390
ORTHO009878	AT3G17730
ORTHO003407	AT1G53320
ORTHO008891	AT5G22370
ORTHO005587	AT3G60450
ORTHO001162	AT2G25070
ORTHO001162	AT4G31860
ORTHO007856	AT4G29330
ORTHO009297	AT1G52510
ORTHO000297	AT1G31670
ORTHO000297	AT1G31690
ORTHO000297	AT1G31710
ORTHO000297	AT1G62810
ORTHO000297	AT3G43670
ORTHO000297	AT4G12270
ORTHO000297	AT4G12280
ORTHO000297	AT4G12290
ORTHO000297	AT4G14940
ORTHO011163	AT5G44230
ORTHO004888	AT3G22060
ORTHO010573	AT4G09750
ORTHO008018	AT4G34020
ORTHO007316	AT4G23860
ORTHO003838	AT3G63520
ORTHO006389	AT1G19600
ORTHO003785	AT3G06060
ORTHO003785	AT5G19200
ORTHO007691	AT2G28100
ORTHO009338	AT2G17975
ORTHO007775	AT3G56120
ORTHO002470	AT5G54310
ORTHO001372	AT4G18550
ORTHO009625	AT1G16290
ORTHO002541	AT1G67830
ORTHO002541	AT3G26430
ORTHO001442	AT2G25430
ORTHO001442	AT4G32285
ORTHO001879	AT1G20670
ORTHO001879	AT1G76380
ORTHO008505	AT2G37680
ORTHO002449	AT1G23900
ORTHO002449	AT1G60070
ORTHO009073	AT5G17710
ORTHO008262	AT3G55390
ORTHO002091	AT1G70780
ORTHO004766	AT1G34370
ORTHO005687	AT5G26570
ORTHO010467	AT5G47760
ORTHO007754	AT3G45300
ORTHO000429_1	AT5G17250
ORTHO006660	AT1G03360
ORTHO002774	AT1G25370
ORTHO002774	AT1G68340
ORTHO008196	AT1G12650
ORTHO001210_1	AT5G35560
ORTHO001210_2	AT2G20320
ORTHO010638	AT1G03110
ORTHO002036	AT1G05850
ORTHO002036	AT3G16920
ORTHO009462	AT2G42700
ORTHO008072	AT3G61730
ORTHO008072	AT5G36000
ORTHO009482	AT3G01440
ORTHO004028	AT3G11450
ORTHO004028	AT5G06110
ORTHO000988	AT1G13960
ORTHO000988	AT2G03340
ORTHO006117	AT2G36660
ORTHO011425	AT1G74240
ORTHO000311	AT1G11670
ORTHO000311	AT1G61890
ORTHO000311	AT3G21690
ORTHO000311	AT4G21903
ORTHO000311	AT4G21910
ORTHO000696_1	AT1G06130
ORTHO000696_1	AT1G08450
ORTHO000696_1	AT2G31350
ORTHO010043	AT4G10050
ORTHO008176	AT3G11620
ORTHO000566	AT2G30140
ORTHO000566	AT2G30150
ORTHO001139	AT3G05120
ORTHO001139	AT3G63010
ORTHO001139	AT5G27320
ORTHO009421	AT2G28900
ORTHO003133	AT5G50200
ORTHO006904	AT1G27450
ORTHO008567	AT3G07720
ORTHO008567	AT5G48180
ORTHO005343	AT1G52690
ORTHO005343	AT3G15670
ORTHO005405	AT2G44600
ORTHO009700	AT5G51510
ORTHO002829	AT5G50850
ORTHO004152	AT2G40300
ORTHO004152	AT3G11050
ORTHO003744	AT2G26660
ORTHO003744	AT5G20150
ORTHO000514_1	AT1G09350
ORTHO000514_1	AT1G56600
ORTHO000514_1	AT1G60450
ORTHO000514_1	AT1G60470
ORTHO000514_1	AT2G47180
ORTHO009960	AT3G60370
ORTHO007233	AT5G51570
ORTHO008282	AT1G52870
ORTHO004786	AT3G51670
ORTHO005667	AT1G11740
ORTHO005667	AT1G62050
ORTHO003818	AT1G24170
ORTHO003818	AT1G70090
ORTHO004573	AT1G32330
ORTHO009813	AT5G14080
ORTHO008038	AT5G45790
ORTHO009318	AT3G01060
ORTHO005890	AT1G34550
ORTHO005890	AT4G09630
ORTHO009210	AT4G27040
ORTHO003512	AT1G66170
ORTHO003512	AT2G01810
ORTHO002963	AT5G64530
ORTHO001352	AT2G23450
ORTHO001352	AT5G66790
ORTHO009605	AT3G18580
ORTHO004110	AT5G13530
ORTHO000382_1	AT2G21630
ORTHO000382_2	AT5G43670
ORTHO000382_3	AT1G05520
ORTHO000382_3	AT3G23660
ORTHO000382_3	AT4G14160
ORTHO002691	AT1G50630
ORTHO002691	AT3G20300
ORTHO000734	AT1G18470
ORTHO000734	AT1G68820
ORTHO000734	AT1G73950
ORTHO000734	AT3G18524
ORTHO002561	AT5G32470
ORTHO001462	AT4G22980
ORTHO001462	AT5G51920
ORTHO008951	AT5G13190
ORTHO008383	AT1G08520
ORTHO009524	AT4G10330
ORTHO009793	AT2G14660
ORTHO004430	AT1G03280
ORTHO004430	AT4G20340
ORTHO004430	AT4G20810
ORTHO003798	AT3G10560
ORTHO003798	AT3G10570
ORTHO003798	AT5G04630
ORTHO003798	AT5G04660
ORTHO003427	AT4G21105
ORTHO003468	AT3G45970
ORTHO003468	AT4G38400
ORTHO000950_1	AT4G35800
ORTHO000950_2	AT5G60040
ORTHO007876	AT5G45390
ORTHO000353_1	AT1G02850
ORTHO000353_1	AT1G45191
ORTHO000353_1	AT1G60090
ORTHO000353_1	AT1G60260
ORTHO000353_1	AT1G60270
ORTHO000353_1	AT3G62740
ORTHO000353_1	AT3G62750
ORTHO000353_1	AT4G22100
ORTHO000353_1	AT4G27820
ORTHO000353_1	AT4G27830
ORTHO001267	AT2G45810
ORTHO001267	AT3G61240
ORTHO001267	AT4G00660
ORTHO006781	AT5G49550
ORTHO007169	AT3G26570
ORTHO004848	AT4G34430
ORTHO006761	AT2G36630
ORTHO010105	AT3G11730
ORTHO007437	AT1G11545
ORTHO001608_1	AT5G63120
ORTHO001608_2	AT1G55150
ORTHO004204	AT1G50140
ORTHO004204	AT3G19740
ORTHO007896	AT1G45230
ORTHO005933	AT3G45770
ORTHO005547	AT3G24080
ORTHO006432	AT3G09850
ORTHO008851	AT3G58520
ORTHO002288	AT1G06990
ORTHO002288	AT1G58430
ORTHO002288	AT2G24560
ORTHO002288	AT2G30220
ORTHO002288	AT2G30310
ORTHO002288	AT2G31540
ORTHO002581	AT2G17730
ORTHO002581	AT4G35840
ORTHO004530	AT3G11964
ORTHO011096	AT2G28420
ORTHO007502	AT4G13600
ORTHO009646	AT5G18920
ORTHO002212	AT2G16660
ORTHO002212	AT4G34950
ORTHO010851	AT2G36240
ORTHO001256_2	AT1G21640
ORTHO002413	AT2G36840
ORTHO006681	AT4G33420
ORTHO005849	AT1G18640
ORTHO006924	AT1G09060
ORTHO003113	AT2G24070
ORTHO003113	AT4G30710
ORTHO006368	AT5G28750
ORTHO003764	AT4G26550
ORTHO003764	AT5G56020
ORTHO002233	AT2G16390
ORTHO002233	AT2G21450
ORTHO005363	AT2G01680
ORTHO009667	AT1G60870
ORTHO005425	AT5G61450
ORTHO003680	AT4G11450
ORTHO005138	AT5G53190
ORTHO005647	AT4G03560
ORTHO006554	AT5G26230
ORTHO004008	AT3G06035
ORTHO004008	AT5G19250
ORTHO009899	AT2G37230
ORTHO003050	AT1G11700
ORTHO003050	AT1G61930
ORTHO005219	AT1G20570
ORTHO005219	AT1G80260
ORTHO002349	AT3G49780
ORTHO008342	AT3G01160
ORTHO005529	AT1G32250
ORTHO005529	AT3G03000
ORTHO005912	AT2G43490
ORTHO005912	AT3G59570
ORTHO002789	AT1G50950
ORTHO002789	AT3G20560
ORTHO002789	AT4G27080
ORTHO006264	AT3G49000
ORTHO004286	AT1G71800
ORTHO006178	AT2G38130
ORTHO005283	AT3G07270
ORTHO003574	AT3G02555
ORTHO003574	AT5G16110
ORTHO000803_1	AT3G23920
ORTHO000803_2	AT4G17090
ORTHO005034	AT1G27340
ORTHO006137	AT5G02770
ORTHO009276	AT4G29120
ORTHO004225	AT3G10500
ORTHO004225	AT5G04410
ORTHO001629	AT1G72820
ORTHO001629	AT5G26200
ORTHO007416	AT4G20150
ORTHO008156	AT1G21690
ORTHO003939	AT5G15440
ORTHO003939	AT5G39360
ORTHO001011	AT1G07200
ORTHO001011	AT2G29970
ORTHO001011	AT2G40130
ORTHO007107	AT5G17520
ORTHO007148	AT1G61790
ORTHO001974_1	AT3G44160
ORTHO001974_1	AT5G61930
ORTHO005263	AT3G20240
ORTHO003594	AT4G27280
ORTHO003594	AT5G54490
ORTHO006198	AT3G47690
ORTHO006198	AT5G62500
ORTHO007564	AT5G16460
ORTHO006284	AT1G08380
ORTHO004746	AT1G01090
ORTHO010338	AT1G67840
ORTHO006513	AT5G52200
ORTHO009053	AT3G22450
ORTHO008443	AT2G45650
ORTHO000493	AT2G28350
ORTHO000493	AT4G30080
ORTHO002942	AT4G37650
ORTHO008572	AT2G39050
ORTHO010447	AT4G38460
ORTHO000844	AT1G03220
ORTHO000844	AT1G03230
ORTHO002595	AT4G27680
ORTHO002595	AT5G53540
ORTHO003332	AT3G44280
ORTHO003332	AT5G22280
ORTHO000409_1	AT1G09200
ORTHO000409_1	AT3G27360
ORTHO000409_1	AT5G10390
ORTHO000409_1	AT5G10400
ORTHO000409_1	AT5G65360
ORTHO006640	AT2G29720
ORTHO006640	AT2G35660
ORTHO003449	AT5G02440
ORTHO002016	AT2G40420
ORTHO002016	AT3G56200
ORTHO009836	AT1G03620
ORTHO005708	AT3G20320
ORTHO004411	AT2G42370
ORTHO004411	AT3G58110
ORTHO001163	AT1G07630
ORTHO001163	AT2G28890
ORTHO001163	AT3G09400
ORTHO001163	AT5G02400
ORTHO007857	AT2G16440
ORTHO005324	AT2G45670
ORTHO002274	AT3G22490
ORTHO003154	AT2G23930
ORTHO003154	AT3G11500
ORTHO006824	AT1G04390
ORTHO004889	AT1G32210
ORTHO004889	AT2G35520
ORTHO008019	AT5G12320
ORTHO007317	AT4G30150
ORTHO004552	AT5G61220
ORTHO003839	AT1G35220
ORTHO010024	AT4G38370
ORTHO008618	AT5G17930
ORTHO003533	AT5G19760
ORTHO000538	AT2G43870
ORTHO000538	AT3G59850
ORTHO006078	AT5G13170
ORTHO009339	AT2G35360
ORTHO002471	AT3G56850
ORTHO004638	AT2G40410
ORTHO004638	AT3G56170
ORTHO001373	AT2G19810
ORTHO001373	AT4G29190
ORTHO005466	AT3G63490
ORTHO003659	AT3G01350
ORTHO003659	AT5G14940
ORTHO001443	AT1G11390
ORTHO001443	AT1G61640
ORTHO008242	AT5G51220
ORTHO006454	AT1G44750
ORTHO004511	AT1G24265
ORTHO004511	AT1G24267
ORTHO005608	AT1G06690
ORTHO000871	AT1G04280
ORTHO000871	AT1G06750
ORTHO000871	AT2G30630
ORTHO009940	AT3G14900
ORTHO001393_1	AT4G40050
ORTHO001393_2	AT3G03570
ORTHO005486	AT2G04400
ORTHO005486	AT5G48220
ORTHO004913	AT2G31580
ORTHO004913	AT2G32320
ORTHO002374	AT3G44340
ORTHO002374	AT4G32640
ORTHO006327	AT1G09150
ORTHO006098	AT5G18570
ORTHO000719	AT5G06900
ORTHO002830	AT5G43310
ORTHO008994	AT5G38720
ORTHO009401	AT2G04530
ORTHO009546	AT1G04900
ORTHO002112	AT1G08880
ORTHO002112	AT1G54690
ORTHO004869	AT3G26070
ORTHO001067	AT1G75280
ORTHO001067	AT1G75290
ORTHO001067	AT1G75300
ORTHO001067	AT4G39230
ORTHO007191	AT1G80150
ORTHO005220	AT1G06670
ORTHO005220	AT2G30800
ORTHO010508	AT4G00590
ORTHO010874	AT1G07020
ORTHO001183	AT5G15140
ORTHO001334	AT3G28007
ORTHO001334	AT5G62850
ORTHO009014	AT4G35980
ORTHO008404	AT2G03430
ORTHO008363	AT2G40550
ORTHO009483	AT2G34670
ORTHO004029	AT3G25250
ORTHO004029	AT4G13000
ORTHO011008	AT4G12640
ORTHO000989	AT5G18860
ORTHO000989	AT5G18890
ORTHO007712	AT3G55510
ORTHO004807	AT1G05900
ORTHO004807	AT2G31450
ORTHO000697_1	AT3G13682
ORTHO000697_3	AT3G10390
ORTHO008486	AT1G02100
ORTHO001739	AT3G49810
ORTHO001739	AT5G65920
ORTHO009096	AT5G44740
ORTHO000567_1	AT3G08580
ORTHO000567_1	AT5G13490
ORTHO000567_2	AT4G28390
ORTHO002732	AT3G44200
ORTHO007026	AT3G01980
ORTHO006905	AT2G39970
ORTHO008912	AT3G49080
ORTHO002522	AT1G09100
ORTHO002522	AT3G05530
ORTHO001510	AT1G61860
ORTHO001510	AT3G20530
ORTHO009701	AT2G39470
ORTHO004153	AT4G26670
ORTHO004153	AT5G55510
ORTHO003745	AT5G02640
ORTHO007050	AT3G22560
ORTHO000515_1	AT4G39830
ORTHO000515_2	AT5G21100
ORTHO000515_2	AT5G21105
ORTHO001880	AT3G18600
ORTHO001880	AT5G65900
ORTHO005994	AT1G70740
ORTHO007939	AT1G03900
ORTHO009961	AT1G07985
ORTHO008283	AT1G78620
ORTHO004787	AT4G24160
ORTHO008263	AT3G24315
ORTHO004767	AT4G33160
ORTHO001816	AT2G35940
ORTHO001414	AT1G63120
ORTHO001414	AT5G07250
ORTHO010812	AT1G70650
ORTHO005974	AT3G52090
ORTHO007755	AT2G15230
ORTHO002450	AT1G10740
ORTHO002450	AT1G23330
ORTHO001038	AT1G54580
ORTHO001038	AT1G54630
ORTHO001038	AT3G05020
ORTHO006390	AT1G02150
ORTHO008639	AT3G14890
ORTHO006661	AT5G40440
ORTHO002174	AT4G12570
ORTHO001796	AT3G53830
ORTHO001796	AT3G55580
ORTHO008466	AT5G40690
ORTHO008197	AT4G29380
ORTHO003175	AT3G55620
ORTHO001864	AT3G03280
ORTHO010792	AT2G14260
ORTHO003702	AT1G51745
ORTHO003702	AT3G21295
ORTHO009746	AT1G79050
ORTHO002883	AT1G24110
ORTHO002883	AT4G17690
ORTHO002883	AT5G47000
ORTHO003226	AT3G10730
ORTHO003226	AT5G04990
ORTHO002636	AT4G38630
ORTHO006722	AT2G37500
ORTHO002037	AT1G05990
ORTHO002037	AT2G43290
ORTHO002037	AT3G07490
ORTHO002037	AT3G59440
ORTHO009463	AT4G05430
ORTHO003919	AT4G29230
ORTHO004849	AT1G33780
ORTHO009566	AT2G35790
ORTHO001630	AT5G65640
ORTHO001609	AT2G40320
ORTHO001609	AT3G11030
ORTHO004205	AT2G44280
ORTHO004205	AT3G60070
ORTHO006158	AT1G54100
ORTHO001314	AT1G49390
ORTHO001314	AT5G20400
ORTHO001314	AT5G20550
ORTHO001314	AT5G54000
ORTHO006244	AT1G55980
ORTHO006244	AT1G56000
ORTHO007897	AT4G32750
ORTHO010528	AT2G20725
ORTHO002350	AT4G35550
ORTHO000635	AT2G16485
ORTHO000635	AT2G18090
ORTHO000635	AT3G51120
ORTHO003288	AT4G38690
ORTHO006433	AT5G58030
ORTHO009772	AT2G01860
ORTHO009034	AT1G51965
ORTHO002790	AT2G20680
ORTHO002790	AT4G28320
ORTHO006494	AT4G22900
ORTHO002289	AT1G35860
ORTHO002289	AT3G46740
ORTHO002289	AT4G09080
ORTHO004531	AT1G12450
ORTHO004531	AT4G22850
ORTHO004933	AT1G16570
ORTHO005118	AT5G03170
ORTHO007503	AT5G49940
ORTHO010424	AT4G02425
ORTHO002213	AT2G14520
ORTHO002213	AT4G33700
ORTHO006348	AT1G80380
ORTHO010958	AT3G06790
ORTHO001257	AT2G27030
ORTHO001257	AT3G43810
ORTHO001528	AT1G64180
ORTHO001528	AT5G41620
ORTHO002810	AT5G26710
ORTHO008096	AT1G60490
ORTHO000776	AT1G12920
ORTHO000776	AT3G26618
ORTHO000776	AT5G47880
ORTHO007626	AT4G17420
ORTHO007626	AT5G47420
ORTHO010004	AT1G12480
ORTHO003094	AT5G09800
ORTHO003094	AT5G64660
ORTHO007337	AT2G40840
ORTHO003819	AT1G21880
ORTHO003819	AT1G77630
ORTHO008039	AT5G51100
ORTHO009319	AT2G21960
ORTHO005891	AT5G13520
ORTHO003513	AT4G39680
ORTHO010196	AT2G17710
ORTHO005446	AT1G35780
ORTHO005446	AT1G78150
ORTHO001353	AT1G55500
ORTHO001353	AT3G13460
ORTHO004618	AT2G45680
ORTHO000888_3	AT3G48390
ORTHO000888_3	AT4G24800
ORTHO000888_3	AT5G63190
ORTHO004111	AT4G14480
ORTHO006474	AT1G02145
ORTHO000383	AT2G45910
ORTHO000383	AT3G49060
ORTHO007064	AT1G54140
ORTHO000735	AT3G42180
ORTHO000735	AT5G11130
ORTHO000735	AT5G20260
ORTHO000735	AT5G33290
ORTHO001463	AT2G19740
ORTHO001463	AT4G26230
ORTHO001463	AT5G56710
ORTHO009525	AT2G25100
ORTHO003268	AT3G49550
ORTHO003268	AT5G24610
ORTHO005728	AT3G15160
ORTHO004431	AT2G46680
ORTHO004431	AT3G61890
ORTHO000462	AT1G32300
ORTHO000462	AT2G46740
ORTHO000462	AT2G46750
ORTHO000462	AT2G46760
ORTHO000462	AT5G11540
ORTHO000462	AT5G56490
ORTHO003799	AT4G25730
ORTHO003198	AT5G56840
ORTHO000951	AT3G07620
ORTHO000951	AT5G03795
ORTHO004246	AT4G21534
ORTHO004246	AT4G21540
ORTHO007877	AT1G27520
ORTHO007544	AT2G32180
ORTHO007544	AT2G32650
ORTHO005304	AT1G11915
ORTHO002254	AT2G37860
ORTHO002254	AT5G22790
ORTHO000600	AT4G33260
ORTHO000600	AT4G33270
ORTHO000600	AT5G26900
ORTHO000600	AT5G27080
ORTHO000600	AT5G27570
ORTHO000600	AT5G27945
ORTHO009586	AT2G22530
ORTHO001954	AT1G65540
ORTHO001954	AT3G59820
ORTHO007149	AT3G51130
ORTHO001975	AT1G22160
ORTHO001975	AT1G78020
ORTHO003595	AT2G19350
ORTHO003595	AT4G29850
ORTHO006199	AT5G14030
ORTHO003722	AT3G28917
ORTHO007170	AT1G67320
ORTHO007565	AT2G34630
ORTHO006285	AT4G32430
ORTHO002058_1	AT3G48140
ORTHO006702	AT1G30360
ORTHO009443	AT4G01995
ORTHO002616	AT5G16010
ORTHO004747	AT1G50200
ORTHO010339	AT1G05577
ORTHO010086	AT1G19290
ORTHO005954	AT3G58730
ORTHO002943	AT4G17260
ORTHO010832	AT4G10090
ORTHO008573	AT1G10095
ORTHO000845_1	AT1G68370
ORTHO000845_2	AT1G24120
ORTHO000845_2	AT1G59980
ORTHO006036	AT5G07270
ORTHO000902	AT1G67090
ORTHO000902	AT5G38410
ORTHO000902	AT5G38420
ORTHO000902	AT5G38430
ORTHO008932	AT1G61780
ORTHO007006	AT3G19260
ORTHO003765	AT4G17870
ORTHO003765	AT5G46790
ORTHO005850	AT4G16710
ORTHO003681	AT4G24550
ORTHO005139	AT5G64440
ORTHO006986	AT3G22590
ORTHO000978	AT2G28950
ORTHO000978	AT2G39700
ORTHO006555	AT3G59650
ORTHO004009	AT4G39280
ORTHO003051	AT4G20050
ORTHO008343	AT3G62360
ORTHO006412	AT3G48210
ORTHO005096	AT2G35110
ORTHO005913	AT1G42440
ORTHO006265	AT2G39230
ORTHO006265	AT3G54980
ORTHO004287	AT1G31760
ORTHO004287	AT2G35605
ORTHO004287	AT3G03590
ORTHO002494	AT2G33410
ORTHO002494	AT4G14300
ORTHO006179	AT2G26270
ORTHO006179	AT3G43930
ORTHO003575	AT1G02880
ORTHO003575	AT2G44750
ORTHO005035	AT1G55090
ORTHO009277	AT4G30825
ORTHO007417	AT1G78770
ORTHO007999	AT5G15920
ORTHO006305	AT2G46230
ORTHO010360	AT4G08940
ORTHO002923	AT1G30450
ORTHO010852	AT3G03630
ORTHO004727	AT2G27750
ORTHO004727	AT5G05210
ORTHO006682	AT3G11960
ORTHO002197	AT2G37340
ORTHO002197	AT3G53500
ORTHO002429	AT3G04030
ORTHO002429	AT5G18240
ORTHO001679	AT2G24570
ORTHO001679	AT4G31550
ORTHO001589	AT1G28470
ORTHO001589	AT4G28500
ORTHO001707	AT3G27320
ORTHO001707	AT5G14310
ORTHO008707	AT1G60790
ORTHO002414	AT5G59240
ORTHO007129	AT5G55140
ORTHO006845	AT5G64510
ORTHO010106	AT3G55760
ORTHO003428	AT4G27870
ORTHO006762	AT2G28250
ORTHO004089	AT5G66750
ORTHO009857	AT4G19140
ORTHO000423	AT1G26570
ORTHO000423	AT3G29360
ORTHO000423	AT5G15490
ORTHO000423	AT5G39320
ORTHO011361	AT1G14345
ORTHO005750	AT4G28980
ORTHO001102	AT1G13140
ORTHO001102	AT1G13150
ORTHO001102	AT1G24540
ORTHO001102	AT3G26125
ORTHO001102	AT5G08250
ORTHO001102	AT5G23190
ORTHO005241	AT1G32530
ORTHO005241	AT2G35330
ORTHO005507	AT5G49510
ORTHO001920	AT1G27390
ORTHO001920	AT3G27080
ORTHO001920	AT5G40930
ORTHO005548	AT2G18900
ORTHO005548	AT3G26480
ORTHO002964	AT3G47300
ORTHO002964	AT5G58640
ORTHO004598	AT3G27010
ORTHO006782	AT2G19590
ORTHO004069	AT1G15810
ORTHO004069	AT1G80620
ORTHO006535	AT1G65970
ORTHO006535	AT1G65980
ORTHO010550	AT4G24090
ORTHO008811	AT5G46560
ORTHO008323	AT5G59610
ORTHO004574	AT5G42950
ORTHO007438	AT5G03700
ORTHO001489_1	AT3G03340
ORTHO001489_1	AT5G17440
ORTHO008137	AT4G09730
ORTHO005055	AT5G53850
ORTHO003989	AT4G24490
ORTHO003989	AT5G41820
ORTHO009606	AT2G44420
ORTHO009381	AT5G47940
ORTHO006945	AT4G10030
ORTHO008952	AT1G21600
ORTHO002562	AT1G12880
ORTHO002562	AT3G26690
ORTHO001569	AT2G28320
ORTHO001569	AT3G54800
ORTHO002692	AT1G14660
ORTHO002692	AT2G01980
ORTHO000957	AT1G20760
ORTHO000957	AT1G21630
ORTHO008384	AT5G01850
ORTHO004307	AT1G06720
ORTHO007979	AT2G38500
ORTHO000354	AT3G21750
ORTHO000354	AT3G21760
ORTHO000354	AT3G21780
ORTHO000354	AT3G21790
ORTHO000354	AT3G21800
ORTHO000354	AT4G15260
ORTHO000354	AT4G15280
ORTHO005159	AT5G66800
ORTHO006015	AT3G16000
ORTHO002596	AT1G52920
ORTHO002596	AT2G20770
ORTHO004953	AT4G18375
ORTHO004953	AT5G46190
ORTHO004369	AT3G06420
ORTHO004369	AT3G15580
ORTHO009900	AT4G19190
ORTHO000831	AT1G74280
ORTHO000831	AT1G74290
ORTHO000831	AT1G74300
ORTHO000831	AT2G36290
ORTHO000831	AT3G48410
ORTHO011189	AT3G27050
ORTHO003347	AT2G18590
ORTHO003347	AT4G36790
ORTHO005648	AT2G18890
ORTHO007646	AT1G78590
ORTHO003615	AT1G09710
ORTHO008973	AT5G64830
ORTHO003899	AT3G53110
ORTHO009117	AT2G47830
ORTHO009668	AT3G54970
ORTHO005264	AT2G18400
ORTHO001237	AT1G09940
ORTHO001237	AT1G58290
ORTHO001237	AT2G31250
ORTHO010897	AT4G31150
ORTHO003940	AT4G30900
ORTHO006138	AT1G72510
ORTHO007257	AT5G60960
ORTHO004829	AT1G19480
ORTHO004829	AT1G75230
ORTHO002990	AT1G17270
ORTHO002990	AT1G53770
ORTHO002990	AT5G50420
ORTHO009054	AT1G74700
ORTHO003010	AT2G16910
ORTHO008444	AT2G44620
ORTHO006514	AT4G06599
ORTHO007483	AT2G43235
ORTHO000494_2	AT1G30560
ORTHO000494_2	AT3G47420
ORTHO000494_2	AT4G25220
ORTHO000494_3	AT2G13100
ORTHO008685	AT1G20300
ORTHO011117	AT1G44920
ORTHO010151	AT3G52030
ORTHO000275_1	AT1G11910
ORTHO000275_1	AT1G62290
ORTHO000275_1	AT4G04460
ORTHO004226	AT2G16950
ORTHO004226	AT2G16960
ORTHO004451	AT3G03180
ORTHO004451	AT3G49420
ORTHO004451	AT5G01430
ORTHO011470	AT1G45110
ORTHO003247	AT3G28730
ORTHO002657	AT3G03120
ORTHO002657	AT5G17060
ORTHO001012_1	AT5G15050
ORTHO001012_1	AT5G39990
ORTHO007108	AT2G16860
ORTHO003114	AT4G20980
ORTHO003114	AT5G44320
ORTHO002234	AT1G09320
ORTHO002234	AT3G06520
ORTHO003493	AT2G44040
ORTHO003493	AT3G59890
ORTHO005364	AT5G11330
ORTHO004175	AT3G22942
ORTHO004175	AT3G63420
ORTHO005284	AT5G55060
ORTHO008661	AT1G27530
ORTHO000804	AT1G05630
ORTHO000804	AT1G65580
ORTHO000804	AT2G31830
ORTHO000804	AT2G43900
ORTHO003879	AT4G21660
ORTHO007357	AT4G35420
ORTHO010270	AT1G08710
ORTHO005426	AT5G03160
ORTHO010448	AT1G02060
ORTHO004389	AT2G37220
ORTHO006221	AT3G50360
ORTHO001843	AT1G15040
ORTHO001843	AT1G66860
ORTHO001843	AT5G38200
ORTHO005810	AT3G14400
ORTHO004133	AT5G07620
ORTHO007776	AT3G59380
ORTHO001549	AT1G32700
ORTHO001549	AT4G17900
ORTHO011164	AT1G06440
ORTHO002871	AT5G44080
