gf-id	num-genes	num-species	ath	bra	cpa	ptr	mtr	gma	cme	pbr	vvi	sly
HOMSTM000486	147	14	9	17	6	12	8	17	6	12	6	11
HOMSTM000487	147	14	8	12	9	11	13	16	10	19	10	10
HOMSTM000488	147	14	8	18	7	12	8	19	8	11	7	9
HOMSTM000489	147	14	9	20	9	17	12	16	8	13	8	6
HOMSTM000490	147	14	9	16	4	7	20	22	7	8	6	8
HOMSTM000491	147	14	13	16	4	21	11	22	7	5	5	7
HOMSTM000492	147	14	5	6	8	19	14	15	7	13	11	6
HOMSTM000493	147	14	11	25	11	16	10	20	10	10	10	10
HOMSTM000494	147	14	9	12	5	11	10	17	5	14	5	5
HOMSTM000495	146	14	8	15	9	15	16	17	10	11	8	8
HOMSTM000496	146	14	11	24	7	13	7	21	9	8	8	10
HOMSTM000497	146	14	5	13	7	10	25	19	4	12	5	9
HOMSTM000498	146	14	6	9	8	8	7	19	6	12	11	18
HOMSTM000500	146	14	5	11	9	13	8	23	10	14	10	9
HOMSTM000502	145	14	4	11	7	15	12	20	7	11	3	14
HOMSTM000504	144	14	6	12	7	16	9	18	8	16	7	11
HOMSTM000505	144	14	6	14	5	16	18	18	5	8	5	20
HOMSTM000506	144	14	8	10	9	10	8	19	8	20	7	9
HOMSTM000507	144	14	4	7	6	13	8	19	11	26	8	12
HOMSTM000508	144	14	11	18	9	11	12	18	8	10	6	8
HOMSTM000510	144	14	9	17	8	12	16	13	5	8	9	10
HOMSTM000511	143	14	7	9	6	11	15	13	3	6	8	9
HOMSTM000512	143	14	6	13	4	9	8	10	7	9	5	8
HOMSTM000514	142	14	11	16	6	9	9	12	10	12	9	16
HOMSTM000515	142	14	11	14	11	12	9	14	3	10	15	12
HOMSTM000517	141	14	7	15	9	18	8	22	9	17	7	5
HOMSTM000518	141	14	7	7	7	16	14	14	7	14	10	15
HOMSTM000519	141	14	7	11	5	12	11	21	7	15	9	21
HOMSTM000520	141	14	9	12	7	16	9	15	5	15	11	11
HOMSTM000521	141	14	8	15	6	10	11	15	14	19	6	6
HOMSTM000523	140	14	16	23	10	8	9	8	3	16	5	7
HOMSTM000524	140	14	10	13	12	10	7	20	6	10	11	10
HOMSTM000525	140	14	11	15	8	10	6	19	6	14	4	7
HOMSTM000526	140	14	8	13	7	13	8	20	7	10	9	12
HOMSTM000527	139	14	5	10	6	14	10	21	8	11	5	9
HOMSTM000528	139	14	10	15	8	11	8	20	6	13	5	9
HOMSTM000529	139	14	7	14	5	10	10	18	6	10	12	13
HOMSTM000530	139	14	7	10	6	17	11	21	7	13	14	6
HOMSTM000531	139	14	7	8	10	9	9	15	20	11	7	15
HOMSTM000534	138	14	7	11	5	7	13	15	3	9	12	30
HOMSTM000536	138	14	6	5	3	9	11	16	5	21	12	10
HOMSTM000537	137	14	8	15	7	15	9	16	8	13	7	9
HOMSTM000538	137	14	8	17	9	14	11	13	4	13	6	5
HOMSTM000539	137	14	10	16	9	14	9	19	7	15	6	7
HOMSTM000540	137	14	9	19	4	33	7	14	4	6	5	6
HOMSTM000541	137	14	7	11	7	7	11	19	8	11	7	8
HOMSTM000542	136	14	10	14	9	9	7	13	6	9	8	6
HOMSTM000543	136	14	9	14	6	10	8	16	5	8	7	12
HOMSTM000544	136	14	7	13	5	12	8	19	8	9	10	12
HOMSTM000545	136	14	7	9	7	10	9	19	7	13	7	9
HOMSTM000546	136	14	11	14	3	4	18	17	4	8	5	11
HOMSTM000547	136	14	8	16	7	11	11	22	10	12	3	5
HOMSTM000548	135	14	4	9	7	14	14	20	9	9	7	8
HOMSTM000549	135	14	9	12	6	14	8	17	5	16	7	9
HOMSTM000550	135	14	5	15	7	11	17	19	7	16	6	4
HOMSTM000551	135	14	8	10	7	11	10	16	8	8	12	16
HOMSTM000552	135	14	8	9	5	1	12	7	5	9	6	10
HOMSTM000553	135	14	6	9	6	10	9	19	8	15	5	6
HOMSTM000555	134	14	7	11	10	9	10	18	8	14	10	9
HOMSTM000556	134	14	7	14	10	11	9	13	7	23	6	11
HOMSTM000557	134	14	8	12	5	11	9	18	7	12	10	6
HOMSTM000558	134	14	11	17	5	8	12	19	7	7	6	10
HOMSTM000559	133	14	10	15	8	9	18	19	5	10	7	7
HOMSTM000560	133	14	6	13	6	11	11	18	6	13	8	13
HOMSTM000561	133	14	11	10	6	7	13	13	5	8	5	14
HOMSTM000562	133	14	7	14	5	18	8	9	7	17	7	8
HOMSTM000563	133	14	5	9	8	10	10	23	7	16	7	5
HOMSTM000564	133	14	10	18	3	8	9	11	3	2	2	3
HOMSTM000565	132	14	10	16	6	10	7	13	5	9	5	8
HOMSTM000566	132	14	8	13	6	11	9	17	6	21	4	20
HOMSTM000567	132	14	8	8	7	8	9	15	7	11	5	8
HOMSTM000568	132	14	7	16	6	11	9	21	5	13	7	8
HOMSTM000569	131	14	3	6	11	7	21	10	2	8	8	8
HOMSTM000570	131	14	10	8	9	11	11	17	6	16	9	8
HOMSTM000571	130	14	8	13	5	14	5	10	5	9	15	18
HOMSTM000572	130	14	7	10	5	9	13	22	7	7	5	5
HOMSTM000573	130	14	10	13	9	9	8	20	7	12	7	7
HOMSTM000574	130	14	11	18	6	10	7	19	6	12	5	5
HOMSTM000575	130	14	2	1	5	20	12	6	4	28	7	22
HOMSTM000576	129	14	7	8	5	9	9	20	8	10	7	10
HOMSTM000577	129	14	5	7	2	21	15	27	18	8	7	6
HOMSTM000579	129	14	6	9	5	10	10	19	6	10	17	10
HOMSTM000580	129	14	10	15	5	9	22	22	5	10	7	5
HOMSTM000581	129	14	11	20	8	10	9	15	4	10	7	7
HOMSTM000582	129	14	7	12	6	10	7	16	6	14	6	11
HOMSTM000583	128	14	9	12	7	12	16	15	4	9	11	7
HOMSTM000584	128	14	7	11	5	9	14	19	8	14	11	7
HOMSTM000586	128	14	10	21	5	11	6	15	6	6	4	9
HOMSTM000589	127	14	6	11	6	9	9	13	7	12	8	7
HOMSTM000590	127	14	4	8	5	5	8	8	14	3	17	16
HOMSTM000591	127	14	6	13	8	11	10	15	9	5	12	14
HOMSTM000592	127	14	4	8	5	12	13	9	1	11	8	6
HOMSTM000593	126	14	1	1	6	7	33	7	1	13	5	23
HOMSTM000595	126	14	7	9	6	16	15	17	6	7	6	10
HOMSTM000597	125	14	6	13	6	12	8	23	8	8	6	11
HOMSTM000598	125	14	6	11	8	12	7	17	5	9	7	9
HOMSTM000599	125	14	3	1	4	11	12	10	12	19	4	20
HOMSTM000600	124	14	7	10	7	12	7	18	8	7	11	7
HOMSTM000601	124	14	8	8	8	15	8	22	6	13	8	8
HOMSTM000602	124	14	6	11	3	7	9	10	4	12	9	9
HOMSTM000605	123	14	10	6	4	12	7	15	4	11	5	14
HOMSTM000606	123	14	10	15	5	10	11	20	8	7	5	8
HOMSTM000607	123	14	9	10	7	10	9	23	3	6	8	9
HOMSTM000608	123	14	6	11	6	12	8	19	12	11	5	5
HOMSTM000609	123	14	4	15	5	9	12	26	5	7	11	9
HOMSTM000610	123	14	4	10	4	6	10	10	5	11	17	14
HOMSTM000611	122	14	6	12	5	8	6	15	5	7	7	7
HOMSTM000613	122	14	12	14	10	6	11	10	5	5	9	10
HOMSTM000614	122	14	7	9	7	13	13	15	7	13	8	9
HOMSTM000615	122	14	10	11	10	13	14	9	9	16	7	10
HOMSTM000616	121	14	8	13	8	9	8	22	7	9	8	8
HOMSTM000617	121	14	10	9	5	4	3	8	7	10	6	14
HOMSTM000618	121	14	7	12	6	9	8	14	5	7	5	9
HOMSTM000619	121	14	5	10	5	9	11	19	4	11	7	6
HOMSTM000620	121	14	8	13	6	8	12	13	7	15	6	5
HOMSTM000621	121	14	8	13	3	11	9	15	9	11	8	7
HOMSTM000623	120	14	10	13	6	12	7	16	6	11	5	6
HOMSTM000624	120	14	6	8	7	11	7	18	7	14	6	8
HOMSTM000626	120	14	5	11	9	11	14	17	5	7	4	9
HOMSTM000627	120	14	8	12	4	9	9	9	6	12	4	5
HOMSTM000628	119	14	7	15	4	5	17	17	5	5	4	9
HOMSTM000629	119	14	4	7	5	11	7	19	4	11	6	15
HOMSTM000630	119	14	6	12	5	15	7	17	6	8	7	7
HOMSTM000631	118	14	7	12	12	9	8	16	7	10	10	7
HOMSTM000632	118	14	12	10	8	9	5	11	6	6	4	9
HOMSTM000633	118	14	4	9	4	9	5	10	5	7	3	8
HOMSTM000634	118	14	9	16	3	4	9	19	4	7	2	5
HOMSTM000635	118	14	7	13	6	8	6	18	6	10	4	6
HOMSTM000636	118	14	6	9	9	9	10	11	8	10	9	13
HOMSTM000638	117	14	8	7	7	9	14	16	4	3	5	16
HOMSTM000639	117	14	8	12	7	8	7	13	7	8	6	4
HOMSTM000641	117	14	6	6	5	12	11	24	3	13	7	8
HOMSTM000642	117	14	8	12	6	12	11	19	7	10	5	8
HOMSTM000643	117	14	8	14	5	8	10	16	4	10	7	12
HOMSTM000644	117	14	8	14	4	9	9	15	6	11	5	10
HOMSTM000645	117	14	16	12	3	6	4	9	5	9	13	6
HOMSTM000646	117	14	19	17	6	4	7	9	2	6	2	6
HOMSTM000647	116	14	7	13	6	11	10	20	6	11	6	7
HOMSTM000648	116	14	7	14	9	8	7	16	5	13	5	6
HOMSTM000649	116	14	5	7	6	11	12	11	3	9	5	9
HOMSTM000650	116	14	6	10	7	11	8	14	6	13	7	7
HOMSTM000651	116	14	6	7	6	9	16	15	4	22	5	7
HOMSTM000652	116	14	6	11	7	7	9	17	4	10	6	9
HOMSTM000653	116	14	6	10	7	6	6	17	8	10	9	6
HOMSTM000655	115	14	11	14	3	10	9	15	8	6	3	5
HOMSTM000656	115	14	8	13	4	10	6	16	5	9	4	9
HOMSTM000657	115	14	7	13	5	15	8	14	8	8	1	9
HOMSTM000658	115	14	5	11	5	7	9	29	5	10	7	7
HOMSTM000659	115	14	5	8	6	17	12	14	4	8	6	8
HOMSTM000660	114	14	9	12	4	7	8	21	7	5	11	8
HOMSTM000661	114	14	7	9	4	8	7	22	6	12	5	8
HOMSTM000662	114	14	5	8	7	11	4	10	7	8	6	9
HOMSTM000663	114	14	10	19	4	9	12	17	4	2	4	9
HOMSTM000664	114	14	4	4	6	7	11	11	6	14	9	6
HOMSTM000665	114	14	8	16	5	9	7	13	5	8	6	5
HOMSTM000666	114	14	6	8	6	9	8	14	6	16	6	6
HOMSTM000669	113	14	4	9	4	27	10	16	2	9	5	8
HOMSTM000670	113	14	6	13	4	8	13	11	4	14	3	9
HOMSTM000671	113	14	5	5	4	9	7	14	4	9	5	27
HOMSTM000672	113	14	7	9	6	18	9	13	3	9	7	7
HOMSTM000673	113	14	9	17	10	8	11	16	4	6	7	7
HOMSTM000674	113	14	8	11	5	8	9	18	5	4	7	6
HOMSTM000675	113	14	9	14	3	8	8	15	7	8	5	7
HOMSTM000676	113	14	8	11	6	12	5	14	7	11	7	6
HOMSTM000677	113	14	5	7	6	7	25	12	4	9	5	8
HOMSTM000678	113	14	7	9	4	11	10	15	4	8	8	9
HOMSTM000679	113	14	8	11	7	11	9	14	8	7	5	15
HOMSTM000680	113	14	5	4	4	14	11	11	3	14	3	7
HOMSTM000681	113	14	6	10	11	8	7	18	6	12	6	9
HOMSTM000682	113	14	12	16	4	12	7	7	8	14	3	11
HOMSTM000685	112	14	9	10	8	15	5	11	6	8	5	8
HOMSTM000686	112	14	16	28	3	7	15	11	2	4	3	7
HOMSTM000687	112	14	5	13	7	8	7	17	6	7	5	6
HOMSTM000688	112	14	6	4	5	13	7	10	7	8	8	7
HOMSTM000689	111	14	6	9	5	9	6	14	6	15	5	7
HOMSTM000690	111	14	7	11	4	7	5	16	6	10	6	10
HOMSTM000691	111	14	7	16	4	6	5	16	6	10	5	9
HOMSTM000693	111	14	4	4	5	8	13	6	3	10	5	32
HOMSTM000694	111	14	7	11	5	12	10	12	6	10	6	7
HOMSTM000695	111	14	7	11	5	8	8	11	7	8	6	6
HOMSTM000696	110	14	9	17	4	9	4	8	4	8	2	5
HOMSTM000697	110	14	8	10	6	11	6	12	5	11	5	10
HOMSTM000698	110	14	4	8	4	21	12	8	6	9	7	3
HOMSTM000699	110	14	8	11	6	8	7	17	6	11	5	7
HOMSTM000700	110	14	7	11	9	10	4	14	7	12	10	7
HOMSTM000701	109	14	8	8	5	16	9	10	4	10	6	9
HOMSTM000702	109	14	5	8	5	12	6	8	6	8	6	4
HOMSTM000703	109	14	13	17	16	8	11	5	1	15	2	12
HOMSTM000704	109	14	3	6	6	14	2	12	3	11	8	7
HOMSTM000705	109	14	7	13	5	6	5	18	6	9	6	9
HOMSTM000706	109	14	6	9	6	12	9	16	5	8	7	6
HOMSTM000707	109	14	7	9	7	12	8	15	5	10	5	8
HOMSTM000708	109	14	9	13	5	11	8	13	7	15	6	7
HOMSTM000709	108	14	6	15	6	11	5	12	4	11	6	7
HOMSTM000710	108	14	8	10	7	12	8	16	5	9	7	7
HOMSTM000711	108	14	6	10	6	9	9	14	5	10	6	6
HOMSTM000712	108	14	7	7	9	8	10	19	6	13	7	10
HOMSTM000713	108	14	4	8	5	8	9	16	5	15	7	7
HOMSTM000714	108	14	5	8	7	12	6	12	7	9	9	7
HOMSTM000715	108	14	5	13	5	7	6	18	4	10	7	6
HOMSTM000717	107	14	7	9	6	12	7	19	4	7	5	8
HOMSTM000718	107	14	6	12	4	7	9	17	5	9	4	8
HOMSTM000719	107	14	6	8	6	7	6	16	6	8	5	11
HOMSTM000720	107	14	5	11	4	7	8	19	2	7	5	11
HOMSTM000721	107	14	8	18	5	12	7	8	8	13	7	4
HOMSTM000723	107	14	5	8	7	8	5	12	5	14	8	6
HOMSTM000724	107	14	3	4	5	7	10	19	6	13	5	5
HOMSTM000725	107	14	5	8	7	10	8	9	7	12	5	6
HOMSTM000727	106	14	6	13	6	8	9	12	5	19	2	9
HOMSTM000728	106	14	5	9	5	6	8	9	8	8	5	7
HOMSTM000729	106	14	5	12	2	8	6	13	7	10	5	8
HOMSTM000730	106	14	8	29	7	7	10	7	5	6	2	4
HOMSTM000732	105	14	4	7	1	2	25	19	8	15	1	5
HOMSTM000733	105	14	8	11	5	7	8	17	6	9	7	3
HOMSTM000734	105	14	2	5	4	8	11	8	8	13	9	7
HOMSTM000736	105	14	5	9	4	8	11	9	6	11	5	9
HOMSTM000739	104	14	7	8	1	11	10	6	13	7	3	6
HOMSTM000740	104	14	9	10	4	8	4	9	5	15	8	6
HOMSTM000741	104	14	6	11	4	9	7	11	5	13	8	4
HOMSTM000743	103	14	2	5	6	8	16	13	2	11	10	9
HOMSTM000744	103	14	8	15	4	15	12	17	2	6	2	8
HOMSTM000745	103	14	6	12	6	10	7	10	5	8	6	5
HOMSTM000746	103	14	6	7	7	10	6	13	7	8	7	6
HOMSTM000747	103	14	6	11	5	9	7	11	6	7	4	10
HOMSTM000748	103	14	6	8	7	6	7	10	5	15	7	5
HOMSTM000749	103	14	8	12	7	5	6	10	7	10	3	7
HOMSTM000751	102	14	5	8	6	11	7	14	6	8	7	6
HOMSTM000752	102	14	1	2	3	18	6	11	3	14	8	6
HOMSTM000753	102	14	7	8	2	6	10	5	3	5	10	9
HOMSTM000755	102	14	5	12	6	8	9	18	5	6	7	4
HOMSTM000757	102	14	5	9	3	9	6	17	4	11	5	10
HOMSTM000758	102	14	7	10	6	13	6	10	6	7	7	7
HOMSTM000760	102	14	5	10	4	8	9	13	6	9	5	5
HOMSTM000761	101	14	5	8	3	8	10	11	5	10	3	7
HOMSTM000762	101	14	6	11	3	8	8	15	6	9	4	5
HOMSTM000763	101	14	13	10	2	9	10	22	6	9	1	2
HOMSTM000764	101	14	5	7	5	6	6	10	7	12	7	13
HOMSTM000765	101	14	8	16	4	5	7	13	6	9	4	7
HOMSTM000766	101	14	5	9	6	8	18	10	5	9	5	10
HOMSTM000767	101	14	5	6	5	10	7	12	5	9	7	8
HOMSTM000768	101	14	5	8	2	9	14	17	4	8	10	6
HOMSTM000769	101	14	5	7	10	7	4	9	11	9	5	6
HOMSTM000770	100	14	4	10	3	10	4	9	4	6	5	3
HOMSTM000771	100	14	5	11	5	8	8	14	4	9	4	5
HOMSTM000772	100	14	5	8	6	7	7	10	7	9	10	6
HOMSTM000773	100	14	3	9	5	8	9	15	4	14	6	7
HOMSTM000774	100	14	7	10	7	9	5	11	7	9	8	10
HOMSTM000775	100	14	5	11	6	8	8	16	7	10	4	5
HOMSTM000776	100	14	6	11	4	10	12	9	4	5	5	13
HOMSTM000777	100	14	6	14	5	10	5	10	4	8	4	7
HOMSTM000778	100	14	5	7	5	7	6	12	4	12	5	9
HOMSTM000779	99	14	5	7	5	7	8	15	7	8	3	12
HOMSTM000780	99	14	5	10	4	7	7	10	5	8	5	8
HOMSTM000781	99	14	4	11	6	8	8	13	6	7	4	8
HOMSTM000782	99	14	4	7	7	10	13	21	4	6	4	5
HOMSTM000783	99	14	4	5	3	3	22	7	2	2	2	35
HOMSTM000784	99	14	6	8	4	8	7	13	3	11	8	5
HOMSTM000785	99	14	5	7	5	8	4	11	3	8	3	6
HOMSTM000786	99	14	4	9	6	16	8	10	6	6	10	5
HOMSTM000787	99	14	9	12	3	5	12	16	3	9	4	3
HOMSTM000789	99	14	12	20	5	11	3	2	1	4	18	8
HOMSTM000790	99	14	3	5	5	12	9	16	3	18	3	9
HOMSTM000792	98	14	6	9	4	12	6	12	5	10	6	6
HOMSTM000793	98	14	5	6	6	7	7	15	5	8	5	7
HOMSTM000794	98	14	6	13	4	9	7	15	4	10	3	7
HOMSTM000795	98	14	5	12	4	4	4	10	2	9	3	30
HOMSTM000796	98	14	7	5	5	8	15	14	5	8	6	6
HOMSTM000797	98	14	11	11	2	7	10	16	4	5	8	4
HOMSTM000798	98	14	6	12	3	9	13	12	3	10	3	6
HOMSTM000799	98	14	6	15	2	8	4	8	4	13	4	5
HOMSTM000800	98	14	4	6	5	11	5	11	5	12	6	5
HOMSTM000801	97	14	5	8	6	8	6	14	5	11	8	8
HOMSTM000802	97	14	1	2	2	9	9	3	5	9	8	3
HOMSTM000803	97	14	5	7	6	11	5	10	6	8	16	5
HOMSTM000804	97	14	4	3	2	7	9	6	13	20	4	11
HOMSTM000805	96	14	6	8	5	7	8	15	3	8	8	7
HOMSTM000807	96	14	4	10	2	6	13	9	29	3	6	6
HOMSTM000808	96	14	4	7	6	6	4	8	6	11	4	8
HOMSTM000809	96	14	8	19	3	13	2	6	2	3	11	6
HOMSTM000811	96	14	6	6	3	11	5	8	6	13	5	9
HOMSTM000812	96	14	4	6	5	7	9	17	4	9	6	4
HOMSTM000813	96	14	3	4	4	10	8	12	6	8	4	6
HOMSTM000814	96	14	5	9	3	10	7	12	6	5	2	7
HOMSTM000816	95	14	3	7	3	6	5	12	4	9	9	7
HOMSTM000818	95	14	7	9	5	10	6	9	4	9	5	5
HOMSTM000819	95	14	5	12	4	9	5	10	5	12	5	8
HOMSTM000820	95	14	3	7	5	12	4	12	5	10	5	4
HOMSTM000821	95	14	12	13	3	7	10	5	3	7	4	3
HOMSTM000822	95	14	7	9	6	9	9	11	4	5	3	6
HOMSTM000826	94	14	6	10	6	5	5	11	6	8	4	4
HOMSTM000827	94	14	6	11	3	5	22	5	2	4	3	4
HOMSTM000828	94	14	22	14	3	6	6	8	7	3	2	4
HOMSTM000829	94	14	4	6	4	10	10	8	9	5	4	7
HOMSTM000830	94	14	9	14	3	6	6	10	5	7	2	6
HOMSTM000831	94	14	4	6	6	8	5	12	5	7	12	6
HOMSTM000834	93	14	6	11	4	8	10	13	5	7	5	6
HOMSTM000835	93	14	5	8	4	5	9	20	3	8	4	6
HOMSTM000836	93	14	5	7	5	7	12	19	5	7	5	6
HOMSTM000837	93	14	5	15	3	6	3	14	4	12	4	8
HOMSTM000838	93	14	8	15	5	7	6	13	6	7	4	5
HOMSTM000840	93	14	4	10	3	6	10	13	4	8	4	7
HOMSTM000841	93	14	5	10	3	5	4	18	7	4	4	7
HOMSTM000842	93	14	6	7	5	8	7	17	5	5	7	6
HOMSTM000843	93	14	6	11	4	13	7	14	4	6	6	5
HOMSTM000844	93	14	4	3	1	5	4	1	1	41	3	3
HOMSTM000845	92	14	5	10	4	6	6	13	4	11	4	6
HOMSTM000846	92	14	5	7	4	8	6	11	6	6	4	4
HOMSTM000847	92	14	5	8	6	10	6	12	4	4	6	5
HOMSTM000848	92	14	10	17	4	7	5	7	6	7	2	4
HOMSTM000850	92	14	6	9	6	10	7	9	3	11	9	6
HOMSTM000851	91	14	4	10	4	8	5	16	7	10	4	5
HOMSTM000852	91	14	6	8	6	7	6	9	4	13	4	4
HOMSTM000853	91	14	4	5	4	6	7	12	3	8	4	20
HOMSTM000856	91	14	6	8	3	11	8	12	6	7	4	5
HOMSTM000857	91	14	6	12	4	9	5	16	4	3	5	6
HOMSTM000858	91	14	6	14	3	7	12	7	6	7	3	7
HOMSTM000860	91	14	4	8	6	5	8	16	7	7	4	5
HOMSTM000861	91	14	5	10	5	9	10	12	5	7	4	5
HOMSTM000862	91	14	3	2	5	8	12	2	6	12	4	11
HOMSTM000863	90	14	6	13	6	8	8	13	4	9	9	4
HOMSTM000864	90	14	8	11	3	8	11	16	4	7	3	7
HOMSTM000866	90	14	4	8	9	10	5	12	2	7	8	4
HOMSTM000867	90	14	6	9	4	11	5	11	4	9	5	4
HOMSTM000868	90	14	8	7	3	11	4	5	5	6	8	5
HOMSTM000869	90	14	3	3	4	6	7	8	5	7	3	7
HOMSTM000870	90	14	4	7	4	9	5	11	4	3	4	8
HOMSTM000871	90	14	4	6	5	8	13	4	12	5	3	6
HOMSTM000872	90	14	5	11	3	8	6	11	3	5	4	6
HOMSTM000873	90	14	6	7	6	9	7	14	4	9	6	4
HOMSTM000874	90	14	6	12	5	7	6	11	6	7	3	7
HOMSTM000875	90	14	5	6	7	7	5	10	4	9	5	5
HOMSTM000876	90	14	7	12	3	16	3	10	4	7	5	6
HOMSTM000877	89	14	5	13	8	6	7	8	8	6	2	6
HOMSTM000878	89	14	7	20	5	4	5	10	2	7	2	4
HOMSTM000879	89	14	5	10	4	7	5	8	7	14	10	5
HOMSTM000881	89	14	6	15	3	6	3	7	2	6	3	7
HOMSTM000882	89	14	2	1	2	14	16	14	4	5	3	3
HOMSTM000883	89	14	3	7	4	6	5	15	5	10	5	6
HOMSTM000884	89	14	5	7	5	7	8	8	6	13	5	7
HOMSTM000885	89	14	5	6	4	5	10	17	3	7	3	8
HOMSTM000886	89	14	7	9	4	6	5	10	3	10	4	6
HOMSTM000887	89	14	8	11	5	3	6	9	3	6	2	6
HOMSTM000888	89	14	4	3	3	8	9	10	7	7	6	4
HOMSTM000889	89	14	12	15	4	7	3	10	4	9	3	7
HOMSTM000890	89	14	3	2	6	13	4	5	5	14	6	8
HOMSTM000891	88	14	4	8	4	6	7	8	4	6	12	5
HOMSTM000892	88	14	6	8	3	12	4	10	4	8	4	6
HOMSTM000893	88	14	5	8	4	5	7	16	5	8	4	3
HOMSTM000894	88	14	7	10	2	9	5	12	3	7	6	5
HOMSTM000895	88	14	7	10	5	10	7	14	3	8	7	7
HOMSTM000896	88	14	4	8	4	13	6	12	3	11	5	7
HOMSTM000899	88	14	6	7	5	7	6	10	5	13	7	3
HOMSTM000900	88	14	1	3	1	6	22	30	6	9	1	2
HOMSTM000902	87	14	6	7	5	6	5	8	2	19	8	8
HOMSTM000903	87	14	6	7	6	5	5	12	4	7	5	4
HOMSTM000904	87	14	4	4	4	6	14	9	6	9	6	4
HOMSTM000905	87	14	5	4	4	7	5	12	3	6	4	5
HOMSTM000906	87	14	11	8	5	7	3	7	3	8	6	5
HOMSTM000907	87	14	5	7	5	5	5	8	3	10	5	7
HOMSTM000909	87	14	3	13	2	4	19	9	2	2	2	3
HOMSTM000910	87	14	7	8	6	6	5	6	2	11	5	6
HOMSTM000911	87	14	6	14	4	7	7	10	3	8	5	5
HOMSTM000912	87	14	5	13	6	7	4	11	7	9	3	4
HOMSTM000913	87	14	6	14	4	4	5	13	6	4	4	5
HOMSTM000914	87	14	6	13	5	6	12	8	3	8	5	6
HOMSTM000915	87	14	6	9	4	9	9	14	4	7	1	8
HOMSTM000916	87	14	2	2	6	6	18	13	3	10	5	5
HOMSTM000917	87	14	5	3	3	8	15	7	6	9	3	10
HOMSTM000918	87	14	5	7	3	5	5	13	4	5	4	6
HOMSTM000919	87	14	6	9	4	6	4	12	4	9	7	6
HOMSTM000922	86	14	3	7	2	8	14	12	2	10	4	5
HOMSTM000923	86	14	6	10	4	8	4	8	4	10	3	4
HOMSTM000924	86	14	7	9	2	7	10	9	3	6	3	7
HOMSTM000925	86	14	3	6	3	7	7	12	3	6	3	5
HOMSTM000926	86	14	6	12	4	6	4	11	4	4	4	6
HOMSTM000928	86	14	5	10	3	4	8	14	3	7	4	5
HOMSTM000929	86	14	3	3	1	6	1	7	1	3	3	1
HOMSTM000930	86	14	6	10	4	8	4	8	5	7	9	5
HOMSTM000932	86	14	6	8	3	8	8	11	3	9	3	4
HOMSTM000933	86	14	5	8	5	7	6	10	4	8	5	5
HOMSTM000934	86	14	4	6	5	11	6	10	5	8	5	5
HOMSTM000935	86	14	6	9	3	7	5	11	3	6	8	5
HOMSTM000936	85	14	5	6	4	9	6	11	4	11	4	6
HOMSTM000937	85	14	5	7	5	5	8	12	2	5	4	7
HOMSTM000939	85	14	5	8	4	7	4	15	4	8	10	6
HOMSTM000940	85	14	7	10	13	6	4	8	5	6	4	5
HOMSTM000941	85	14	7	12	2	13	8	10	3	16	5	2
HOMSTM000942	85	14	6	13	4	7	6	10	5	6	4	5
HOMSTM000943	85	14	4	6	9	6	5	8	11	7	6	5
HOMSTM000944	85	14	4	6	4	8	7	13	3	5	3	6
HOMSTM000945	85	14	4	7	3	7	5	10	4	3	6	8
HOMSTM000946	85	14	6	4	11	10	4	8	4	6	4	4
HOMSTM000947	85	14	3	7	3	8	5	10	5	7	4	8
HOMSTM000948	85	14	3	9	8	3	4	9	2	7	21	3
HOMSTM000949	84	14	4	8	4	6	8	14	4	7	6	4
HOMSTM000951	84	14	1	9	1	3	26	9	4	9	1	1
HOMSTM000952	84	14	3	5	2	21	3	8	6	11	4	3
HOMSTM000953	84	14	5	5	3	5	7	19	4	4	5	4
HOMSTM000954	84	14	3	3	5	7	12	12	8	6	4	5
HOMSTM000955	84	14	3	7	3	6	11	14	5	7	4	8
HOMSTM000956	84	14	4	4	3	4	5	5	4	10	3	12
HOMSTM000957	84	14	3	5	6	8	6	12	2	11	3	6
HOMSTM000958	84	14	8	7	3	7	5	12	4	7	6	8
HOMSTM000959	84	14	3	5	3	5	11	12	4	8	6	3
HOMSTM000960	84	14	4	6	3	9	4	10	4	10	4	4
HOMSTM000961	84	14	5	7	3	7	6	11	4	4	4	8
HOMSTM000963	83	14	7	8	4	4	5	10	7	9	5	6
HOMSTM000964	83	14	4	9	3	7	4	7	4	7	3	4
HOMSTM000965	83	14	7	6	4	6	1	8	2	1	1	11
HOMSTM000966	83	14	4	10	4	5	6	14	3	6	7	8
HOMSTM000967	83	14	4	4	4	9	9	10	5	9	5	5
HOMSTM000968	83	14	5	7	3	5	4	10	4	7	4	4
HOMSTM000969	83	14	5	8	5	8	6	10	3	5	4	4
HOMSTM000970	83	14	4	8	4	8	5	8	4	11	3	3
HOMSTM000972	83	14	3	4	5	10	7	11	3	9	4	6
HOMSTM000973	83	14	3	4	4	9	12	8	4	6	5	4
HOMSTM000974	83	14	5	12	3	6	4	12	3	10	3	5
HOMSTM000975	83	14	9	6	2	4	7	10	2	4	5	5
HOMSTM000976	83	14	4	7	4	7	9	9	4	11	3	5
HOMSTM000977	83	14	5	9	3	7	5	8	4	5	5	5
HOMSTM000978	83	14	8	11	4	10	5	6	4	9	12	4
HOMSTM000979	83	14	2	3	4	4	5	10	1	14	7	6
